Lab_Number,Date_BP,SD,Site_Number,Site_ID,County
Beta-156941,810,40,LA6829,555,"Otero, NM"
Beta-84966,800,40,LA6876,556,"Otero, NM"
Beta-149241,1130,40,LA86736,558,"Otero, NM"
Beta-149242,980,40,LA86736,558,"Otero, NM"
Beta-149243,1050,40,LA86736,558,"Otero, NM"
Beta-149246,960,40,LA86737,559,"Otero, NM"
Beta-282025,1490,40,LA165810,535,"Otero, NM"
Beta-285947,1010,40,LA165811,536,"Otero, NM"
Beta-283716,980,40,LA165812,537,"Otero, NM"
Beta-149367,3970,40,LA114103,521,"Otero, NM"
Beta-164079,2870,40,LA114103,521,"Otero, NM"
Beta-172108,3110,40,LA114103,521,"Otero, NM"
Beta-175111,2960,40,LA114103,521,"Otero, NM"
Beta-164060,3420,40,LA114103,521,"Otero, NM"
Beta-282020,1520,40,LA165800,529,"Otero, NM"
Beta-282021,1640,40,LA165802,530,"Otero, NM"
Beta-282023,1520,40,LA165803,531,"Otero, NM"
Beta-282024,1790,40,LA165804,532,"Otero, NM"
Beta-285945,1850,40,LA165806,533,"Otero, NM"
Beta-167033,540,50,LA110339,520,"Otero, NM"
Beta-167034,1120,50,LA110339,520,"Otero, NM"
Beta-167040,1010,50,LA110339,520,"Otero, NM"
Beta-167043,890,50,LA110339,520,"Otero, NM"
Beta-167046,910,50,LA110339,520,"Otero, NM"
Beta-149354,2360,50,LA114103,521,"Otero, NM"
Beta-149362,3110,50,LA114103,521,"Otero, NM"
Beta-149379,2180,50,LA114103,521,"Otero, NM"
Beta-154633,2860,50,LA114103,521,"Otero, NM"
Beta-158044,1750,50,LA114103,521,"Otero, NM"
Beta-158045,1820,50,LA114103,521,"Otero, NM"
Beta-164064,230,50,LA114103,521,"Otero, NM"
Beta-172103,2320,50,LA114103,521,"Otero, NM"
Beta-206297,2330,50,LA119530,523,"Otero, NM"
Beta-161797,3600,50,LA128699,525,"Otero, NM"
Beta-161801,2010,50,LA128699,525,"Otero, NM"
Beta-161816,3750,50,LA128699,525,"Otero, NM"
Beta-161820,820,50,LA128700,526,"Otero, NM"
Beta-161822,1170,50,LA128700,526,"Otero, NM"
Beta-72436,1200,50,LA37037,544,"Otero, NM"
Beta-72439,830,50,LA37037,544,"Otero, NM"
Beta-156943,1010,50,LA6829,555,"Otero, NM"
Beta-76386,1040,50,LA72859,557,"Otero, NM"
Beta-149240,1000,50,LA86736,558,"Otero, NM"
AA-6402,2945,55,LA10101,516,"Otero, NM"
AA-6403,1655,55,LA10101,516,"Otero, NM"
AA-6404,1955,55,LA10101,516,"Otero, NM"
AA-6411,1690,55,LA10101,516,"Otero, NM"
Beta-36738,1860,60,LA10101,516,"Otero, NM"
Beta-36742,2750,60,LA10101,516,"Otero, NM"
Beta-167035,1240,60,LA110339,520,"Otero, NM"
Beta-167036,1140,60,LA110339,520,"Otero, NM"
Beta-167038,1430,60,LA110339,520,"Otero, NM"
Beta-167039,1580,60,LA110339,520,"Otero, NM"
Beta-167044,1780,60,LA110339,520,"Otero, NM"
Beta-167045,1370,60,LA110339,520,"Otero, NM"
Beta-167049,770,60,LA110339,520,"Otero, NM"
Beta-167050,1730,60,LA110339,520,"Otero, NM"
Beta-167052,1980,60,LA110339,520,"Otero, NM"
Beta-167054,2080,60,LA110339,520,"Otero, NM"
Beta-167056,3000,60,LA110339,520,"Otero, NM"
Beta-167057,2440,60,LA110339,520,"Otero, NM"
Beta-167060,2320,60,LA110339,520,"Otero, NM"
Beta-168872,350,60,LA110339,520,"Otero, NM"
Beta-168873,710,60,LA110339,520,"Otero, NM"
Beta-174878,710,60,LA110339,520,"Otero, NM"
Beta-174883,800,60,LA110339,520,"Otero, NM"
Beta-149355,2200,60,LA114103,521,"Otero, NM"
Beta-149359,3020,60,LA114103,521,"Otero, NM"
Beta-149360,3110,60,LA114103,521,"Otero, NM"
Beta-149361,2840,60,LA114103,521,"Otero, NM"
Beta-149363,3090,60,LA114103,521,"Otero, NM"
Beta-149365,840,60,LA114103,521,"Otero, NM"
Beta-149366,2890,60,LA114103,521,"Otero, NM"
Beta-149372,3030,60,LA114103,521,"Otero, NM"
Beta-149373,3040,60,LA114103,521,"Otero, NM"
Beta-149377,2900,60,LA114103,521,"Otero, NM"
Beta-154634,3240,60,LA114103,521,"Otero, NM"
Beta-164065,3260,60,LA114103,521,"Otero, NM"
Beta-164066,2940,60,LA114103,521,"Otero, NM"
Beta-164068,2930,60,LA114103,521,"Otero, NM"
Beta-164069,3000,60,LA114103,521,"Otero, NM"
Beta-164073,2910,60,LA114103,521,"Otero, NM"
Beta-164074,2980,60,LA114103,521,"Otero, NM"
Beta-164075,3000,60,LA114103,521,"Otero, NM"
Beta-164076,3080,60,LA114103,521,"Otero, NM"
Beta-164077,3060,60,LA114103,521,"Otero, NM"
Beta-156964,3760,60,LA115262,522,"Otero, NM"
Beta-206317,1000,60,LA119530,523,"Otero, NM"
Beta-156966,1590,60,LA126181,524,"Otero, NM"
Beta-156967,1560,60,LA126181,524,"Otero, NM"
Beta-156968,810,60,LA126181,524,"Otero, NM"
Beta-156969,1550,60,LA126181,524,"Otero, NM"
Beta-161805,1420,60,LA128699,525,"Otero, NM"
Beta-161808,810,60,LA128699,525,"Otero, NM"
Beta-161811,3580,60,LA128699,525,"Otero, NM"
Beta-161812,3750,60,LA128699,525,"Otero, NM"
Beta-161813,3870,60,LA128699,525,"Otero, NM"
Beta-161817,1120,60,LA128699,525,"Otero, NM"
Beta-161818,3610,60,LA128699,525,"Otero, NM"
Beta-161819,3520,60,LA128699,525,"Otero, NM"
Beta-161821,900,60,LA128700,526,"Otero, NM"
Beta-161824,860,60,LA128700,526,"Otero, NM"
Beta-161825,1040,60,LA128700,526,"Otero, NM"
Beta-161826,2000,60,LA128708,527,"Otero, NM"
Beta-161832,1810,60,LA128708,527,"Otero, NM"
Beta-72435,1790,60,LA37037,544,"Otero, NM"
Beta-72438,820,60,LA37037,544,"Otero, NM"
Beta-156936,750,60,LA6829,555,"Otero, NM"
Beta-156944,890,60,LA6829,555,"Otero, NM"
Beta-156945,700,60,LA6829,555,"Otero, NM"
Beta-156946,890,60,LA6829,555,"Otero, NM"
Beta-156948,890,60,LA6829,555,"Otero, NM"
Beta-156949,680,60,LA6829,555,"Otero, NM"
Beta-156950,850,60,LA6829,555,"Otero, NM"
Beta-156955,810,60,LA6829,555,"Otero, NM"
Beta-156957,780,60,LA6829,555,"Otero, NM"
Beta-161835,810,60,LA6829,555,"Otero, NM"
Beta-76384,820,60,LA72859,557,"Otero, NM"
Beta-73710,790,60,LA97128,561,"Otero, NM"
Beta-73711,760,60,LA97128,561,"Otero, NM"
Beta-73712,800,60,LA97128,561,"Otero, NM"
Beta-73713,870,60,LA97128,561,"Otero, NM"
Beta-73714,750,60,LA97128,561,"Otero, NM"
Beta-76391,1040,60,LA97128,561,"Otero, NM"
Beta-76392,850,60,LA97128,561,"Otero, NM"
Beta-76393,910,60,LA97128,561,"Otero, NM"
Beta-76396,970,60,LA97128,561,"Otero, NM"
Beta-36739,5010,60,LA10101,516,"Otero, NM"
AA-6407,2085,60,LA10101,516,"Otero, NM"
AA-6408,2015,60,LA10101,516,"Otero, NM"
AA-6409,2880,60,LA10101,516,"Otero, NM"
Beta-73715,730,60,LA97128,561,"Otero, NM"
Beta-73716,900,60,LA97128,561,"Otero, NM"
Beta-73717,790,60,LA97128,561,"Otero, NM"
Beta-73718,790,60,LA97128,561,"Otero, NM"
AA-6405,2015,65,LA10101,516,"Otero, NM"
AA-6406,1935,65,LA10101,516,"Otero, NM"
AA-6410,1720,65,LA10101,516,"Otero, NM"
Beta-36740,4790,70,LA10101,516,"Otero, NM"
Beta-36741,2910,70,LA10101,516,"Otero, NM"
Beta-36743,3610,70,LA10101,516,"Otero, NM"
Beta-36745,3080,70,LA10101,516,"Otero, NM"
ISGS-888,3150,70,LA10101,516,"Otero, NM"
ISGS-955,3030,70,LA10101,516,"Otero, NM"
ISGS-969,2770,70,LA10101,516,"Otero, NM"
Beta-73173,2020,70,LA104242,517,"Otero, NM"
Beta-137051,1010,70,LA110339,520,"Otero, NM"
Beta-167037,480,70,LA110339,520,"Otero, NM"
Beta-167047,780,70,LA110339,520,"Otero, NM"
Beta-167053,1370,70,LA110339,520,"Otero, NM"
Beta-167061,3050,70,LA110339,520,"Otero, NM"
Beta-174881?,2890,70,LA110339,520,"Otero, NM"
Beta-174882,990,70,LA110339,520,"Otero, NM"
Beta-149357,3120,70,LA114103,521,"Otero, NM"
Beta-149358,2190,70,LA114103,521,"Otero, NM"
Beta-149364,2920,70,LA114103,521,"Otero, NM"
Beta-149368,3120,70,LA114103,521,"Otero, NM"
Beta-158043,1860,70,LA114103,521,"Otero, NM"
Beta-164061,2910,70,LA114103,521,"Otero, NM"
Beta-164159,2900,70,LA114103,521,"Otero, NM"
Beta-156961,2310,70,LA115262,522,"Otero, NM"
Beta-156962,1660,70,LA115262,522,"Otero, NM"
Beta-206300,1070,70,LA119530,523,"Otero, NM"
Beta-206314,2080,70,LA119530,523,"Otero, NM"
Beta-206315,2090,70,LA119530,523,"Otero, NM"
Beta-206316,1970,70,LA119530,523,"Otero, NM"
Beta-161799,1330,70,LA128699,525,"Otero, NM"
Beta-161800,1310,70,LA128699,525,"Otero, NM"
Beta-161828,2900,70,LA128708,527,"Otero, NM"
Beta-161829,1360,70,LA128708,527,"Otero, NM"
Beta-161830,1270,70,LA128708,527,"Otero, NM"
Beta-22364,850,70,LA64089,553,"Otero, NM"
Beta-24012,920,70,LA64096,554,"Otero, NM"
Beta-156937,790,70,LA6829,555,"Otero, NM"
Beta-156947,750,70,LA6829,555,"Otero, NM"
Beta-156953,710,70,LA6829,555,"Otero, NM"
Beta-156954,840,70,LA6829,555,"Otero, NM"
Beta-161834,760,70,LA6829,555,"Otero, NM"
Beta-76383,480,70,LA72859,557,"Otero, NM"
Beta-73719,690,70,LA97128,561,"Otero, NM"
Beta-149371,3040,70,LA114103,521,"Otero, NM"
ISGS-812,7310,75,LA10101,516,"Otero, NM"
ISGS-845,7110,75,LA10101,516,"Otero, NM"
ISGS-897,2690,80,LA10101,516,"Otero, NM"
Beta-73175,1580,80,LA104243,518,"Otero, NM"
Beta-167063,2910,80,LA110339,520,"Otero, NM"
Beta-174879,1240,80,LA110339,520,"Otero, NM"
Beta-174880,2010,80,LA110339,520,"Otero, NM"
Beta-149352,1720,80,LA114103,521,"Otero, NM"
Beta-149353,1940,80,LA114103,521,"Otero, NM"
Beta-149356,2920,80,LA114103,521,"Otero, NM"
Beta-149370,2910,80,LA114103,521,"Otero, NM"
Beta-149374,2060,80,LA114103,521,"Otero, NM"
Beta-149375,1580,80,LA114103,521,"Otero, NM"
Beta-149376,3070,80,LA114103,521,"Otero, NM"
Beta-158042,1780,80,LA114103,521,"Otero, NM"
Beta-206308,2050,80,LA119530,523,"Otero, NM"
Beta-161798,3600,80,LA128699,525,"Otero, NM"
Beta-161827,2400,80,LA128708,527,"Otero, NM"
Beta-22365,460,80,LA64089,553,"Otero, NM"
Beta-156935,860,80,LA6829,555,"Otero, NM"
Beta-156951,830,80,LA6829,555,"Otero, NM"
Beta-76385,1260,80,LA72859,557,"Otero, NM"
Beta-149239,1140,80,LA86736,558,"Otero, NM"
Beta-149244,1270,80,LA86736,558,"Otero, NM"
Beta-76390,1150,80,LA97128,561,"Otero, NM"
Beta-36744,3530,90,LA10101,516,"Otero, NM"
Beta-73174,1240,90,LA104243,518,"Otero, NM"
Beta-167062,3140,90,LA110339,520,"Otero, NM"
Beta-158041,1750,90,LA114103,521,"Otero, NM"
Beta-161809,870,90,LA128699,525,"Otero, NM"
Beta-156938,960,90,LA6829,555,"Otero, NM"
Beta-156956,700,90,LA6829,555,"Otero, NM"
Beta-76394,1190,90,LA97128,561,"Otero, NM"
Beta-149369,2830,90,LA114103,521,"Otero, NM"
Beta-158040,1780,100,LA114103,521,"Otero, NM"
Beta-161815,1630,100,LA128699,525,"Otero, NM"
Beta-149245,990,100,LA86736,558,"Otero, NM"
GX-921,1755,105,LA9301,560,"Otero, NM"
Beta-156963,2040,110,LA115262,522,"Otero, NM"
Beta-206309,2520,110,LA119530,523,"Otero, NM"
Beta-23873,3740,110,LA62713,546,"Otero, NM"
Beta-23870,1790,110,LA64076,551,"Otero, NM"
Beta-23872,2370,110,LA64086,552,"Otero, NM"
Beta-22367,840,110,LA64089,553,"Otero, NM"
Beta-76395,1210,120,LA97128,561,"Otero, NM"
A-3070,2540,200,LA10101,516,"Otero, NM"
PRI-11-076-T-03,2475,15,LA17126,1529,"Sandoval, NM"
PRI-11-076-T-05,2425,15,LA17126,1529,"Sandoval, NM"
PRI-11-0767-F5,2470,20,LA17126,1529,"Sandoval, NM"
PRI-11-076-F4,90,20,LA17126,1529,"Sandoval, NM"
PRI-11-076-F6,2195,20,LA17126,1529,"Sandoval, NM"
PRI-11-076-F7,2210,20,LA17126,1529,"Sandoval, NM"
PRI-11-076-F8,2365,20,LA17126,1529,"Sandoval, NM"
Beta-402780,3040,30,LA110946,1506,"Sandoval, NM"
Beta-402781,3110,30,LA110946,1506,"Sandoval, NM"
Beta-402782,3130,30,LA110946,1506,"Sandoval, NM"
Beta-402784,3120,30,LA110946,1506,"Sandoval, NM"
Beta-402788,3120,30,LA110946,1506,"Sandoval, NM"
Beta-402789,3110,30,LA110946,1506,"Sandoval, NM"
Beta-402791,3120,30,LA110946,1506,"Sandoval, NM"
Beta-402794,300,30,LA110946,1506,"Sandoval, NM"
Beta-402796,3040,30,LA110946,1506,"Sandoval, NM"
Beta-402798,3120,30,LA110946,1506,"Sandoval, NM"
Beta-117114,3120,40,LA110946,1506,"Sandoval, NM"
Beta-263781,2640,40,LA123288,1518,"Sandoval, NM"
Beta-263783,2380,40,LA123289,1519,"Sandoval, NM"
Beta-263784,2370,40,LA123289,1519,"Sandoval, NM"
Beta-263785,2500,40,LA123289,1519,"Sandoval, NM"
Beta-263786,2270,40,LA123289,1519,"Sandoval, NM"
Beta-263787,2180,40,LA123289,1519,"Sandoval, NM"
Beta-263788,2960,40,LA123289,1519,"Sandoval, NM"
Beta-263791,2090,40,LA123291,1520,"Sandoval, NM"
Beta-263792,1940,40,LA123291,1520,"Sandoval, NM"
Beta-263793,2170,40,LA123291,1520,"Sandoval, NM"
Beta-263795,2050,40,LA123291,1520,"Sandoval, NM"
Beta-263796,1960,40,LA123291,1520,"Sandoval, NM"
Beta-263797,2030,40,LA123291,1520,"Sandoval, NM"
Beta-263798,1900,40,LA123291,1520,"Sandoval, NM"
Beta-263799,2060,40,LA123291,1520,"Sandoval, NM"
Beta-263800,2060,40,LA123291,1520,"Sandoval, NM"
Beta-263801,2050,40,LA123291,1520,"Sandoval, NM"
Beta-263802,1390,40,LA123292,1521,"Sandoval, NM"
Beta-263803,1360,40,LA123292,1521,"Sandoval, NM"
Beta-219096,2990,40,LA126406,1523,"Sandoval, NM"
Beta-219097,3010,40,LA126406,1523,"Sandoval, NM"
Beta-219099,870,40,LA126406,1523,"Sandoval, NM"
Beta-219100,3030,40,LA126406,1523,"Sandoval, NM"
Beta-219102,920,40,LA126406,1523,"Sandoval, NM"
Beta-219104,940,40,LA126406,1523,"Sandoval, NM"
Beta-219098,580,40,LA126409,1524,"Sandoval, NM"
Beta-219103,4010,40,LA126409,1524,"Sandoval, NM"
Beta-219105,3900,40,LA126409,1524,"Sandoval, NM"
Beta-219106,4050,40,LA126409,1524,"Sandoval, NM"
Beta-219107,4440,40,LA126409,1524,"Sandoval, NM"
Beta-231318,2540,40,LA155605,1525,"Sandoval, NM"
Beta-231319,2470,40,LA155605,1525,"Sandoval, NM"
Beta-231320,2540,40,LA155605,1525,"Sandoval, NM"
Beta-231321,2850,40,LA155605,1525,"Sandoval, NM"
Beta-231322,2510,40,LA155605,1525,"Sandoval, NM"
Beta-231323,2890,40,LA155605,1525,"Sandoval, NM"
Beta-231327,2490,40,LA155605,1525,"Sandoval, NM"
Beta-231328,2490,40,LA155605,1525,"Sandoval, NM"
Beta-183771,2990,40,LA6164,1536,"Sandoval, NM"
Beta-183772,2980,40,LA6164,1536,"Sandoval, NM"
Beta-265703,3380,40,LA158642,1528,"Sandoval, NM"
Beta-265705,3030,40,LA158642,1528,"Sandoval, NM"
Beta-265700,1800,40,LA158640,1526,"Sandoval, NM"
Beta-265701,1660,40,LA158640,1526,"Sandoval, NM"
Beta-265704,820,40,LA158641,1527,"Sandoval, NM"
Beta-265702,1240,40,LA158642,1528,"Sandoval, NM"
AA-34173,3125,45,LA110946,1506,"Sandoval, NM"
AA-34176,3055,45,LA110946,1506,"Sandoval, NM"
Beta-92308,1120,50,LA109137,1503,"Sandoval, NM"
Beta-96747,3870,50,LA111584,1513,"Sandoval, NM"
Beta-263782,2900,50,LA123288,1518,"Sandoval, NM"
Beta-263789,2020,50,LA123291,1520,"Sandoval, NM"
Beta-263790,2170,50,LA123291,1520,"Sandoval, NM"
Beta-219101,4600,50,LA126409,1524,"Sandoval, NM"
Beta-231324,2620,50,LA155605,1525,"Sandoval, NM"
Beta-92328,1300,50,LA27632,1533,"Sandoval, NM"
Beta-149026,1120,50,LA6170,1538,"Sandoval, NM"
Beta-149027,1370,50,LA6170,1538,"Sandoval, NM"
Beta-96736,1510,60,LA109129,1502,"Sandoval, NM"
Beta-96737,1680,60,LA109129,1502,"Sandoval, NM"
Beta-96740,1570,60,LA109129,1502,"Sandoval, NM"
Beta-96713,4200,60,LA109137,1503,"Sandoval, NM"
Beta-117097,3050,60,LA110946,1506,"Sandoval, NM"
Beta-117099,3080,60,LA110946,1506,"Sandoval, NM"
Beta-117103,2990,60,LA110946,1506,"Sandoval, NM"
Beta-117111,3030,60,LA110946,1506,"Sandoval, NM"
Beta-92303,1350,60,LA110952,1508,"Sandoval, NM"
Beta-92312,1880,60,LA110960,1511,"Sandoval, NM"
Beta-92315,1730,60,LA110961,1512,"Sandoval, NM"
Beta-96746,4190,60,LA111586,1514,"Sandoval, NM"
Beta-92309,6460,60,LA111587,1515,"Sandoval, NM"
Beta-124307,2160,60,LA119388,1516,"Sandoval, NM"
Beta-263794,1950,60,LA123291,1520,"Sandoval, NM"
Beta-231325,2660,60,LA155605,1525,"Sandoval, NM"
Beta-96711,4070,60,LA25851,1531,"Sandoval, NM"
Beta-92297,2500,60,LA25864,1532,"Sandoval, NM"
Beta-92302,2060,60,LA25864,1532,"Sandoval, NM"
Beta-149025,1290,60,LA6169,1537,"Sandoval, NM"
Beta-149028,1170,60,LA6170,1538,"Sandoval, NM"
SMU-20,4000,60,LA9300,1541,"Sandoval, NM"
Beta-117096,3240,70,LA110946,1506,"Sandoval, NM"
Beta-117100,2990,70,LA110946,1506,"Sandoval, NM"
Beta-117102,3020,70,LA110946,1506,"Sandoval, NM"
Beta-117105,3070,70,LA110946,1506,"Sandoval, NM"
Beta-117106,3440,70,LA110946,1506,"Sandoval, NM"
Beta-117107,2970,70,LA110946,1506,"Sandoval, NM"
Beta-117109,3210,70,LA110946,1506,"Sandoval, NM"
Beta-117110,3440,70,LA110946,1506,"Sandoval, NM"
Beta-117113,3140,70,LA110946,1506,"Sandoval, NM"
Beta-117115,3110,70,LA110946,1506,"Sandoval, NM"
Beta-117116,3300,70,LA110946,1506,"Sandoval, NM"
Beta-92316,1600,70,LA110951,1507,"Sandoval, NM"
Beta-96735,3860,70,LA110955,1509,"Sandoval, NM"
Beta-92310,1690,70,LA110960,1511,"Sandoval, NM"
Beta-92314,1960,70,LA110961,1512,"Sandoval, NM"
Beta-92319,1880,70,LA110961,1512,"Sandoval, NM"
Beta-124305,2210,70,LA119390,1517,"Sandoval, NM"
Beta-124306,2190,70,LA119390,1517,"Sandoval, NM"
DIC-595,3700,70,LA12566,1522,"Sandoval, NM"
Beta-231326,2590,70,LA155605,1525,"Sandoval, NM"
Beta-92325,1680,70,LA27632,1533,"Sandoval, NM"
Beta-96733,1530,80,LA109129,1502,"Sandoval, NM"
Beta-92293,2080,80,LA110942,1504,"Sandoval, NM"
Beta-92307,1820,80,LA110943,1505,"Sandoval, NM"
Beta-117098,3520,80,LA110946,1506,"Sandoval, NM"
Beta-117101,3160,80,LA110946,1506,"Sandoval, NM"
Beta-117104,3100,80,LA110946,1506,"Sandoval, NM"
Beta-117112,3180,80,LA110946,1506,"Sandoval, NM"
Beta-92295,2730,80,LA110952,1508,"Sandoval, NM"
Beta-92298,1110,80,LA110952,1508,"Sandoval, NM"
Beta-92311,2050,80,LA110961,1512,"Sandoval, NM"
Beta-92326,3710,80,LA25675,1530,"Sandoval, NM"
Beta-96748,3940,80,LA25851,1531,"Sandoval, NM"
Beta-92299,2150,80,LA25864,1532,"Sandoval, NM"
GX-917,1960,85,LA9380,1543,"Sandoval, NM"
Beta-117108,3480,90,LA110946,1506,"Sandoval, NM"
GX-918,3480,90,LA9380,1543,"Sandoval, NM"
GX-916,3035,95,LA9380,1543,"Sandoval, NM"
Beta-92317,1770,100,LA110961,1512,"Sandoval, NM"
Beta-92304,2360,100,LA25864,1532,"Sandoval, NM"
Beta-92324,1620,100,LA27632,1533,"Sandoval, NM"
GX-25531,2030,100,LA45961,1534,"Sandoval, NM"
Beta-92296,2380,110,LA110957,1510,"Sandoval, NM"
Beta-92327,1930,110,LA27632,1533,"Sandoval, NM"
GX-25533,2570,120,LA45961,1534,"Sandoval, NM"
GX-374,5780,120,LA9300,1541,"Sandoval, NM"
I-2908,2060,120,LA9300,1541,"Sandoval, NM"
I-2213,5160,120,LA9348,1542,"Sandoval, NM"
I-2211,3390,120,LA9380,1543,"Sandoval, NM"
Beta-92300,2510,130,LA110952,1508,"Sandoval, NM"
GX-25532,7670,130,LA50460,1535,"Sandoval, NM"
GX-919,3610,130,LA9380,1543,"Sandoval, NM"
I-2668,3090,140,LA9224,1539,"Sandoval, NM"
M-988,4680,140,LA9224,1539,"Sandoval, NM"
A-809A,7630,140,LA9300,1541,"Sandoval, NM"
DIC-594,2620,145,LA12566,1522,"Sandoval, NM"
GX-915,3750,160,LA9261,1540,"Sandoval, NM"
I-2667,3510,160,LA9224,1539,"Sandoval, NM"
I-2903,2290,170,LA9300,1541,"Sandoval, NM"
GX-25535,7460,180,LA50460,1535,"Sandoval, NM"
GX-375,6060,180,LA9300,1541,"Sandoval, NM"
GX-25534,7090,190,LA50460,1535,"Sandoval, NM"
SMU-56,3390,200,LA9300,1541,"Sandoval, NM"
I-2210,2750,210,LA9380,1543,"Sandoval, NM"
I-2629,3650,220,LA9224,1539,"Sandoval, NM"
GX-376,6770,240,LA9300,1541,"Sandoval, NM"
M-466,2440,250,LA6164,1536,"Sandoval, NM"
QL-1233,4210,80,5LK159,2228,"La Plata, CO"
UGa-4165,1005,80,5LK372,2230,"La Plata, CO"
UGa-4166,1440,80,5LK372,2230,"La Plata, CO"
RL-225,1790,110,5LK6,2231,"La Plata, CO"
RL-1018,2840,130,5LK221,2229,"La Plata, CO"
UGa-4170,3825,190,5LK372,2230,"La Plata, CO"
UCIAMS-148195,975,15,LA1113,117,"Luna, NM"
UCIAMS-148196,945,15,LA1113,117,"Luna, NM"
UCIAMS-155971,965,15,LA1113,117,"Luna, NM"
AA-104763,731,26,LA49,119,"Luna, NM"
AA-104758,837,27,LA49,119,"Luna, NM"
AA-104759,873,27,LA49,119,"Luna, NM"
AA-104760,766,27,LA49,119,"Luna, NM"
AA-104761,891,27,LA49,119,"Luna, NM"
AA-104762,766,27,LA49,119,"Luna, NM"
AA-104764,936,27,LA49,119,"Luna, NM"
Beta-318931,280,30,LA125753,118,"Luna, NM"
Beta-150682,1140,40,LA1113,117,"Luna, NM"
Beta-150683,1110,40,LA1113,117,"Luna, NM"
Beta-150684,1000,40,LA1113,117,"Luna, NM"
Beta-150685,1130,40,LA1113,117,"Luna, NM"
Beta-150686,1130,40,LA1113,117,"Luna, NM"
Beta-150687,980,40,LA1113,117,"Luna, NM"
Beta-150688,880,40,LA1113,117,"Luna, NM"
Beta-150689,1260,40,LA1113,117,"Luna, NM"
Beta-155846,1060,40,LA1113,117,"Luna, NM"
Beta-155847,1480,40,LA1113,117,"Luna, NM"
Beta-261327,430,40,LA125753,118,"Luna, NM"
Beta-261328,240,40,LA125753,118,"Luna, NM"
Beta-261329,380,40,LA125753,118,"Luna, NM"
Beta-261330,420,40,LA125753,118,"Luna, NM"
Beta-261332,330,40,LA125753,118,"Luna, NM"
Beta-261333,510,40,LA125753,118,"Luna, NM"
Beta-263499,1110,40,LA85774,120,"Luna, NM"
Beta-263500,1070,40,LA85774,120,"Luna, NM"
Beta-263501,1040,40,LA85774,120,"Luna, NM"
Beta-261331,440,40,LA125753,118,"Luna, NM"
UCR-2625,350,70,FB9366,121,"Luna, NM"
Beta-234118,860,40,N:2:111-66,1106,"Yavapai, AZ"
Beta-234107,1750,40,N:2:68-186,1107,"Yavapai, AZ"
Beta-234108,920,40,N:2:73-83,1108,"Yavapai, AZ"
Beta-234110,1530,40,N:2:88-236,1110,"Yavapai, AZ"
Beta-234113,1200,40,N:2:89-337,1113,"Yavapai, AZ"
Beta-260624,1800,40,N:4:11022-327,1118,"Yavapai, AZ"
Beta-234116,1230,50,N:2:94-118,1116,"Yavapai, AZ"
Beta-234117,910,60,N:2:102-123,1105,"Yavapai, AZ"
Beta-234109,860,60,N:2:88-147,1109,"Yavapai, AZ"
Beta-234112,810,60,N:2:88-270,1111,"Yavapai, AZ"
Beta-234114,1020,60,N:2:89-427,1114,"Yavapai, AZ"
Beta-260623,1410,60,N:4:11019-8,1117,"Yavapai, AZ"
Beta-260625,1620,60,N:4:11028-156,1119,"Yavapai, AZ"
Beta-260626,1250,60,N:4:11052-319,1120,"Yavapai, AZ"
Beta-260627,1080,60,N:4:11059-409,1121,"Yavapai, AZ"
Beta-260622,1380,60,N:4:1106-379,1122,"Yavapai, AZ"
Beta-234111,1470,70,N:2:89-252,1112,"Yavapai, AZ"
Beta-234115,810,80,N:2:91-83,1115,"Yavapai, AZ"
RL-1591,3390,130,5ML46,2526,"Mineral, CO"
RL-1592,4690,160,5ML45,2525,"Mineral, CO"
RL-1593,4900,180,5ML45,2525,"Mineral, CO"
RL-1594,7860,190,5ML45,2525,"Mineral, CO"
